original_uri,author,text,uri
at://did:plc:uwji4l3wzsygaxduowluqmgr/app.bsky.feed.post/3m5r577w6jk2r,sharrow.bsky.social,"Community masonettes used to be a norm. It kept old folk in their communities, going to the same church & bingo, same shops, ment they had family near by, same dr  &  their were support services. 

Most 'working class' areas had them, Finglas, Cabra, Crumlin. #speirgorm",at://did:plc:uwji4l3wzsygaxduowluqmgr/app.bsky.feed.post/3m5r577w6jk2r
at://did:plc:qj2uyiugobaynuuqvzjp2v4l/app.bsky.feed.post/3m5r4sa6plk2x,davegildedalm.bsky.social,"Ok, that’s good
#COYBIG #SpeirGorm",at://did:plc:qj2uyiugobaynuuqvzjp2v4l/app.bsky.feed.post/3m5r4sa6plk2x
at://did:plc:uwji4l3wzsygaxduowluqmgr/app.bsky.feed.post/3m5r4qht5ps2r,sharrow.bsky.social,Heavens forbid they invest in community housing for older folks to move into. #supergluedpockets #Speirgorm,at://did:plc:uwji4l3wzsygaxduowluqmgr/app.bsky.feed.post/3m5r4qht5ps2r
at://did:plc:tydoeo5437tdskrdoptpopcm/app.bsky.feed.post/3m5r4ppugks2l,dermotlynott.bsky.social,"The Siege of Troy takes on new meaning! 
#HUNIRL #speirgorm",at://did:plc:tydoeo5437tdskrdoptpopcm/app.bsky.feed.post/3m5r4ppugks2l
at://did:plc:obekl3dfxbwzhyvhjgbb6ou2/app.bsky.feed.post/3m5r4gqluhc2h,pbeattie.bsky.social,"TROY PARROTT YOU ABSOLUTE RIDE!!!!

🇮🇪🇮🇪🇮🇪🇮🇪🇮🇪
#COYBIG
#SpeirGorm",at://did:plc:obekl3dfxbwzhyvhjgbb6ou2/app.bsky.feed.post/3m5r4gqluhc2h
at://did:plc:z22iojvb45xno3nblfy6fcwg/app.bsky.feed.post/3m5r464i4dk2j,trendtags.bsky.social,"🚀 Trending Now on BlueSky (Last 15 minutes):

#coybig #art #Photography #nsfw #HUNIRL #oc #Nature #poetry #booksky #Ireland #EastCoastKin #furry #gay #speirgorm #섹블 

Trends refresh every 15 minutes.",at://did:plc:z22iojvb45xno3nblfy6fcwg/app.bsky.feed.post/3m5r464i4dk2j
at://did:plc:5izxyvmjl7awzjfptv6d6ane/app.bsky.feed.post/3m5r43g2ff22v,trionac.bsky.social,Troy Parrott so humble as well in post match 🙌🏻  👏🏻 #speirgorm #coybig 🇮🇪,at://did:plc:5izxyvmjl7awzjfptv6d6ane/app.bsky.feed.post/3m5r43g2ff22v
at://did:plc:wpvwcjuhrpr5tjnhy3vp24ly/app.bsky.feed.post/3m5r42x4t5s2d,fhayesmccoy.bsky.social,"#Speirgorm #Spéirghorm hive mind shoutout. 

Is ""bang to rights"" an expression you'd hear these days in Ireland?

All reposts/responses appreciated
Thanks",at://did:plc:wpvwcjuhrpr5tjnhy3vp24ly/app.bsky.feed.post/3m5r42x4t5s2d
at://did:plc:bfgylvtnfvzomjbpv7wetcq3/app.bsky.feed.post/3m5r424zmls2o,regcoppinger.bsky.social,Awww that Troy Parrott interview. So emotional!  Fabulous. Billys Boots / Roy of the Rovers stuff  #SpeirGorm #HUNIRL,at://did:plc:bfgylvtnfvzomjbpv7wetcq3/app.bsky.feed.post/3m5r424zmls2o
at://did:plc:qj2uyiugobaynuuqvzjp2v4l/app.bsky.feed.post/3m5r3qeoazs2x,davegildedalm.bsky.social,"OM fuckinGod 🦜🦜🦜⚽️⚽️⚽️

#COYBIG #SpeirGorm

youtu.be/SXZ_2MnnrQQ?...",at://did:plc:qj2uyiugobaynuuqvzjp2v4l/app.bsky.feed.post/3m5r3qeoazs2x
at://did:plc:wjnzr7ir5xhc6wrxtef7nyhx/app.bsky.feed.post/3m5r3px6qgs23,wizball50.bsky.social,"SCENES! Ireland get the win in the 6th minute of injury time. A wonderful end to an incredibly exciting game of football. Time for another drink! 

#COYBIG ✊ 

#redsky #speirgorm #HUNIRE",at://did:plc:wjnzr7ir5xhc6wrxtef7nyhx/app.bsky.feed.post/3m5r3px6qgs23
at://did:plc:5izxyvmjl7awzjfptv6d6ane/app.bsky.feed.post/3m5r2yyookk2x,trionac.bsky.social,Has to be at least four minutes added on #coybig #speirgorm,at://did:plc:5izxyvmjl7awzjfptv6d6ane/app.bsky.feed.post/3m5r2yyookk2x
at://did:plc:htzrfp3q6p3ht3x7knog6mdd/app.bsky.feed.post/3m5qvznsnjs24,grainneblair.bsky.social,#Speirgorm im behind the sofa again but listening on radio 🫣☘️,at://did:plc:htzrfp3q6p3ht3x7knog6mdd/app.bsky.feed.post/3m5qvznsnjs24
at://did:plc:5lalgxnyfxas34qyb3u4dp4u/app.bsky.feed.post/3m5qt7m3jqk2s,cjamcmahon.bsky.social,"On the surface of it, neat for Labour to steal SF's clothes for a change. But in reality, 'calling for a timeline' makes  exactly the same mistake that SF have done - asking for a referendum instead of outlining a vision for what would be voted on, or how it would be won #speirgorm",at://did:plc:5lalgxnyfxas34qyb3u4dp4u/app.bsky.feed.post/3m5qt7m3jqk2s
at://did:plc:yvaazb6s3r2qje2i4cvoj7ur/app.bsky.feed.post/3m5qr5prkmc2z,debhruin.bsky.social,"What are your favourite black and white films/movies?

#Speirgorm #blackandwhite #film #movies",at://did:plc:yvaazb6s3r2qje2i4cvoj7ur/app.bsky.feed.post/3m5qr5prkmc2z
at://did:plc:v6y63c54iecyzlxp3vrxvwv2/app.bsky.feed.post/3m5qnwublik2r,rdisc0mb0bulate.bsky.social,"Whoever thought cats need a myriad of toys has never had a cat! 
#SpeirGorm",at://did:plc:v6y63c54iecyzlxp3vrxvwv2/app.bsky.feed.post/3m5qnwublik2r
at://did:plc:iecysrzsqba4uhev4v7r5py7/app.bsky.feed.post/3m5qmefmr5k2c,djwalker.bsky.social,"Blackrock Passage Greenway, Cork 🇮🇪 

#photography
#nature
#landscape
#autumn
#EastCoastKin
#spéirgorm
#PhotoHour

🐕 🚶 📷 📱 📸 🌳 🍂 💚🧡🖤",at://did:plc:iecysrzsqba4uhev4v7r5py7/app.bsky.feed.post/3m5qmefmr5k2c
at://did:plc:aozsf6n4ii7kftvlsr2yvfhq/app.bsky.feed.post/3m5qltyi72k2x,orla-hegarty.bsky.social,"📻 Progress Ireland “think tank” spokesperson on RTE Brendan O’Connor speaking up for sub-standard dark, shoebox housing, but “not de-regulation” 🙄

Background to funding investigated by @dublininquirer.com  #Speirgorm #Housing #Planning www.dublininquirer.com/with-progres...",at://did:plc:aozsf6n4ii7kftvlsr2yvfhq/app.bsky.feed.post/3m5qltyi72k2x
at://did:plc:owtiovxdlxm4bp4hgnihapfe/app.bsky.feed.post/3m5qgavbr2k2b,martinamorrow.bsky.social,How bad of a car accident is it if Gardai still haven’t confirmed the number dead after 12/13 hours? Back road route into town and the right time for families coming home from the big Frostival celebration in Dundalk. #speirgorm,at://did:plc:owtiovxdlxm4bp4hgnihapfe/app.bsky.feed.post/3m5qgavbr2k2b
at://did:plc:gjsoejzm7at4syhrvzgizrev/app.bsky.feed.post/3m5q3ngnsv22k,ainekeenan.bsky.social,"Flying the flag for #SpeirGorm, Kate. Love the diversity of your timeline 💞",at://did:plc:gjsoejzm7at4syhrvzgizrev/app.bsky.feed.post/3m5q3ngnsv22k
at://did:plc:gjsoejzm7at4syhrvzgizrev/app.bsky.feed.post/3m5pzsfy42c2k,ainekeenan.bsky.social,"No, you can't always get what you want
You can't always get what you want
You can't always get what you want
But if you try sometime you'll find
You get what you need

Rolling Stones, 20th century

#Photography #SpeirGorm #Stunday #ImageAndVerse #ArtOfBlueSky #PhotographersOfBlueSky #EastCoastKin",at://did:plc:gjsoejzm7at4syhrvzgizrev/app.bsky.feed.post/3m5pzsfy42c2k
at://did:plc:v6y63c54iecyzlxp3vrxvwv2/app.bsky.feed.post/3m5pyhw7hqs2s,rdisc0mb0bulate.bsky.social,"So… Anyway.. 

I’m awake! 

5.30am.. 🙄😭😴
#SpeirGorm",at://did:plc:v6y63c54iecyzlxp3vrxvwv2/app.bsky.feed.post/3m5pyhw7hqs2s
at://did:plc:xp52mnw3lcywewz2sqox2awz/app.bsky.feed.post/3m5pnwc5yy224,oliviachau.bsky.social,There has to be some kind of study done about Irish people’s obsession with Maniac 2000! #speirgorm,at://did:plc:xp52mnw3lcywewz2sqox2awz/app.bsky.feed.post/3m5pnwc5yy224
at://did:plc:lip4dl5jnz4ecweejdb32axw/app.bsky.feed.post/3m5pku4sf4m2j,filmcriticmaybe.bsky.social,"It was named after a county in Ireland and that's about as much details as my shitty memory can give if you wanna try to hunt this down or like remind me

Calling #speirgorm for the save here",at://did:plc:lip4dl5jnz4ecweejdb32axw/app.bsky.feed.post/3m5pku4sf4m2j
at://did:plc:nigs7kco6eoaxc5aiimsaxc3/app.bsky.feed.post/3m5pdn37b6c2t,helendublin.bsky.social,Sorry you lost your friend. It's fucked up. I've fam gone down rabbit holes. I feel I see it on speirgorm where we all get on because we're Irish but there's some people who deserve to be ostracized,at://did:plc:nigs7kco6eoaxc5aiimsaxc3/app.bsky.feed.post/3m5pdn37b6c2t
at://did:plc:v6y63c54iecyzlxp3vrxvwv2/app.bsky.feed.post/3m5p6mjnuh22n,rdisc0mb0bulate.bsky.social,"Are you awake?. It is time for second breakfast!! 

I love her to bits but she had had me awake since 4am already. This was about 7am
(sound up) 
#SpeirGorm
#PhoebeCat
#Caturday",at://did:plc:v6y63c54iecyzlxp3vrxvwv2/app.bsky.feed.post/3m5p6mjnuh22n
at://did:plc:bfgylvtnfvzomjbpv7wetcq3/app.bsky.feed.post/3m5p53awl4c2s,regcoppinger.bsky.social,Jaysis. Winter is coming. #SpeirGorm,at://did:plc:bfgylvtnfvzomjbpv7wetcq3/app.bsky.feed.post/3m5p53awl4c2s
at://did:plc:7czbhyt6vmlibzjk2md3ds36/app.bsky.feed.post/3m5p2itqers2h,slated.ie,"Will I let you in on a little secret?

My Granddad worked for Irish Lights, and he brought me to Ballycotton as a small child to the Lightouse, I was fascinated.

We may need to expand  the SLATED Landmark Collection, more Lighthouses.

#SLATED 

#Lighthouse

#speirgorm 

#boycottamazon

Slated.ie",at://did:plc:7czbhyt6vmlibzjk2md3ds36/app.bsky.feed.post/3m5p2itqers2h
at://did:plc:eweyharmeuf3er35ejhbjp4o/app.bsky.feed.post/3m5oxw777vk2t,frankoconnor.bsky.social,"Well done to you & Martin

Some achievement, keep up the great work

Thanks from me & @judesherry.bsky.social  🙏

#podcasts #speirgorm #TortoiseShack",at://did:plc:eweyharmeuf3er35ejhbjp4o/app.bsky.feed.post/3m5oxw777vk2t
at://did:plc:nigs7kco6eoaxc5aiimsaxc3/app.bsky.feed.post/3m5ow2r3ffc2k,helendublin.bsky.social,Ireland still treats girls and women like this 👇 people can keep their pregnancies secret and then after the denial/secrecy need to come forward and need care later. It also saves lives. Damnit. 12 weeks 😐 #speirgorm #abortion,at://did:plc:nigs7kco6eoaxc5aiimsaxc3/app.bsky.feed.post/3m5ow2r3ffc2k
at://did:plc:nigs7kco6eoaxc5aiimsaxc3/app.bsky.feed.post/3m5otajw6cs2k,helendublin.bsky.social,Wild and wooly broke my heart. If you're emotionally constipated like I am and need to connect 🐘 🐑 animals are wonderful. People are alright too 🫠 #speirgorm youtu.be/3Qt833YiJRc?...,at://did:plc:nigs7kco6eoaxc5aiimsaxc3/app.bsky.feed.post/3m5otajw6cs2k
at://did:plc:wxo5kyy2uno2lm2sty2kva6e/app.bsky.feed.post/3m5orwc7umk2t,spillanemike.com,"Guess the pub.... 
#speirgorm",at://did:plc:wxo5kyy2uno2lm2sty2kva6e/app.bsky.feed.post/3m5orwc7umk2t
at://did:plc:r7oxqtkfjczoyxqtrraaxt5b/app.bsky.feed.post/3m5oqozuisk2p,alanmccarthy.bsky.social,"Here’s extra shots of the remarkable red colour of the Aurora Borealis / Northern Lights over Courtmacsherry in West Cork , Ireland on 12/11/2025 during that that G4/G5 Storm!! 🥰📸🌌💥🌊✨❤️ #aurora #astronomy #photo #photography #photographer #bluesky #blueskyart #speirgorm #art #nature #weather #colours",at://did:plc:r7oxqtkfjczoyxqtrraaxt5b/app.bsky.feed.post/3m5oqozuisk2p
at://did:plc:uwji4l3wzsygaxduowluqmgr/app.bsky.feed.post/3m5opziims22o,sharrow.bsky.social,"Cos that will not encourage breakins esp in the run up to xmas.

www.thejournal.ie/households-c...

#Speirgorm",at://did:plc:uwji4l3wzsygaxduowluqmgr/app.bsky.feed.post/3m5opziims22o
at://did:plc:v6y63c54iecyzlxp3vrxvwv2/app.bsky.feed.post/3m5oo7w4cas27,rdisc0mb0bulate.bsky.social,"Great sale on the rugs in Dunelm ( previously Home Focus ) 
#SpeirGorm",at://did:plc:v6y63c54iecyzlxp3vrxvwv2/app.bsky.feed.post/3m5oo7w4cas27
at://did:plc:lkecyegdenwtb5eonbfr3ica/app.bsky.feed.post/3m5omwx6shk2i,mojonaut.bsky.social,"Queuing up in Lidl Castleblayney, my local, a short time ago and I knocked two bottles of Gordon’s gin off their precariously balanced cardboard display so, yeah… can’t go there any more. #spéirgorm",at://did:plc:lkecyegdenwtb5eonbfr3ica/app.bsky.feed.post/3m5omwx6shk2i
at://did:plc:wk4vbtn77njhk4mlohgewj2m/app.bsky.feed.post/3m5okk7mz7c2h,caroleducky.bsky.social,"#MissingChild #Greystones #Wicklow #Ireland
#SpeirGorm",at://did:plc:wk4vbtn77njhk4mlohgewj2m/app.bsky.feed.post/3m5okk7mz7c2h
at://did:plc:b5yxc2nhcgrbtu3twvlg3i7a/app.bsky.feed.post/3m5oial4hxk2g,siobhanmcelduff.bsky.social,"""no one leaves home unless
home is the mouth of a shark
you only run for the border
when you see the whole city running as well""

 - Warsaw Shire

#spéirghorm #speirgorm",at://did:plc:b5yxc2nhcgrbtu3twvlg3i7a/app.bsky.feed.post/3m5oial4hxk2g
at://did:plc:culqpcpwzgdmcpwdfwmul34h/app.bsky.feed.post/3m5ohpaui7c22,eoinmcunningham.bsky.social,"Driving around Ireland has taught me one important thing: somebody in Sligo worked really hard to make every road sign in the country tell you the way to Sligo.
#speirgorm",at://did:plc:culqpcpwzgdmcpwdfwmul34h/app.bsky.feed.post/3m5ohpaui7c22
at://did:plc:ouza3jsycl2aszfc3xtodbfe/app.bsky.feed.post/3m5ohhnorkk22,dermotcasey.bsky.social,A golden chalice (replica of the ardagh chalice) and a bowlful of golden individually handmade shamrock for Paddys day it is then…. #speirgorm,at://did:plc:ouza3jsycl2aszfc3xtodbfe/app.bsky.feed.post/3m5ohhnorkk22
at://did:plc:v6y63c54iecyzlxp3vrxvwv2/app.bsky.feed.post/3m5ocoaqcxc2l,rdisc0mb0bulate.bsky.social,"The Slaney has burst its banks! 
#SpeirGorm",at://did:plc:v6y63c54iecyzlxp3vrxvwv2/app.bsky.feed.post/3m5ocoaqcxc2l
at://did:plc:siclj5jstt2xodsn7epgnqld/app.bsky.feed.post/3m5oaz3ebxs2y,robosullivan.bsky.social,One of the biggest factors dissuading me from ever running for political office is the apparent requirement to pay attention to political pundits in establishment media #spéirgorm,at://did:plc:siclj5jstt2xodsn7epgnqld/app.bsky.feed.post/3m5oaz3ebxs2y
at://did:plc:imdb5lnqdvuployv2wxfgdms/app.bsky.feed.post/3m5oa6gdc2s22,darylfeehely.com,"""I don't accept the concept of a delay"" says MM.

Well that explains a lot about gov delivery of **gestures at everything** over the last decade.

#IrishPol #Speirgorm",at://did:plc:imdb5lnqdvuployv2wxfgdms/app.bsky.feed.post/3m5oa6gdc2s22
at://did:plc:e2vdb3yylfvzgvlo3fi5mrkf/app.bsky.feed.post/3m5o7thwfks2n,atticuspeirgorm.bsky.social,"Labour Party Conference:

Alan Kelly was never a left or centre left politician.

Thank you for coming to my TED talk.

#Irishpol #Speirgorm",at://did:plc:e2vdb3yylfvzgvlo3fi5mrkf/app.bsky.feed.post/3m5o7thwfks2n
at://did:plc:bwri5etslrdnbu6jpqrznf36/app.bsky.feed.post/3m5o6t4qhc22n,tggleeson.bsky.social,The séimhiu and urú are in the main language flow enablers rather than pure grammar (as in meaning grammar) along with the essential grammar (necessary in speech to identify meaning) leathan agus caol pronunciations define the unique sound and flow of the language. 1>> #speirgorm,at://did:plc:bwri5etslrdnbu6jpqrznf36/app.bsky.feed.post/3m5o6t4qhc22n
at://did:plc:5l4vbxai2oe6axwbldoxxves/app.bsky.feed.post/3m5o6gu6xjc2p,quiltomancy.bsky.social,"My new work area. Fabric & sewing stuff in the bookcase, a chair I can sit cross legged in! A view of green things. #speirgorm #maynooth #postgrad",at://did:plc:5l4vbxai2oe6axwbldoxxves/app.bsky.feed.post/3m5o6gu6xjc2p
at://did:plc:sgbe5chhemjurynvlymfkeji/app.bsky.feed.post/3m5o5on4htc2p,duncanjonesmerrion.bsky.social,If everyone in #speirgorm were to buy one plant in a pot and all bring them down on the one day this could be regreened and bee friendly in jig time.,at://did:plc:sgbe5chhemjurynvlymfkeji/app.bsky.feed.post/3m5o5on4htc2p
at://did:plc:tjj7toux5q6m2v7x2unyhznh/app.bsky.feed.post/3m5o3zybng22n,judesherry.bsky.social,"While other cities are removing concrete to create green parks
Cork is removing green parks to create another concrete plaza

Would love to know what the carbon footprint of all this concrete is? 
Not to mention the removal of trees
#PureCork #speirgorm #DerelictIreland #Greenwashing",at://did:plc:tjj7toux5q6m2v7x2unyhznh/app.bsky.feed.post/3m5o3zybng22n
at://did:plc:tjj7toux5q6m2v7x2unyhznh/app.bsky.feed.post/3m5o3zri2jk2n,judesherry.bsky.social,"While other cities are removing concrete to create green parks
Cork is removing green parks to create another concrete plaza

Would love to know what the carbon footprint of all this concrete is? 
Not to mention the removal of trees
#PureCork #speirgorm #DerelictIreland #Greenwashing",at://did:plc:tjj7toux5q6m2v7x2unyhznh/app.bsky.feed.post/3m5o3zri2jk2n
at://did:plc:v6y63c54iecyzlxp3vrxvwv2/app.bsky.feed.post/3m5o3x5k7b22g,rdisc0mb0bulate.bsky.social,"I had 0.0% Bulmers last night and I’m telling you. My head would like to disagree!!! 
#SpeirGorm",at://did:plc:v6y63c54iecyzlxp3vrxvwv2/app.bsky.feed.post/3m5o3x5k7b22g
at://did:plc:tvwagmwteyuzfgkxwsqjvhya/app.bsky.feed.post/3m5o24zah4c22,msmcglencree.bsky.social,"Powerscourt Waterfall after the rain, Sound on for the Roar!
#speirgorm #waterfall #Ireland #Wicklow",at://did:plc:tvwagmwteyuzfgkxwsqjvhya/app.bsky.feed.post/3m5o24zah4c22
at://did:plc:jaghk4rwlrciav5aieckiiit/app.bsky.feed.post/3m5nzvwjdzk2v,andyscollick.bsky.social,"My advice to EU ministers, Commissioners and officials planning on attending #EU Presidency meetings in Ireland between July and December 2026 is..

Unless #Ireland guarantees adequate NATO-standard air #defence cover against Russian drone threats..

DON'T!

🧵 #security #speirgorm #spéirgorm #civmil",at://did:plc:jaghk4rwlrciav5aieckiiit/app.bsky.feed.post/3m5nzvwjdzk2v
at://did:plc:v6y63c54iecyzlxp3vrxvwv2/app.bsky.feed.post/3m5nzi4vwx22d,rdisc0mb0bulate.bsky.social,"Dear #SpeirGorm

If you could kindly share, I would be most grateful. 

Does anybody have first hand experience of the timescale when applying for #CORU #SocialCareWorker registration under Section 38 (Graduates/New Entrants) route.",at://did:plc:v6y63c54iecyzlxp3vrxvwv2/app.bsky.feed.post/3m5nzi4vwx22d
at://did:plc:imdb5lnqdvuployv2wxfgdms/app.bsky.feed.post/3m5nyze5br222,darylfeehely.com,"Disgusting, looks like garden landscaping from 2005.

There are smaller parks in the middle of central London with more green space, natural growth, & less anti homeless architecture.

#Speirgorm",at://did:plc:imdb5lnqdvuployv2wxfgdms/app.bsky.feed.post/3m5nyze5br222
at://did:plc:jaghk4rwlrciav5aieckiiit/app.bsky.feed.post/3m5nymskuuk2d,andyscollick.bsky.social,"Former Attorney General Senator Michael McDowell can raise whatever ""constitutional questions"" he likes, but it makes no difference: EU Presidency events require protection against Russian drone threats (or worse) and the Irish Defence Forces are incapable of providing that. #spéirghorm #spéirgorm",at://did:plc:jaghk4rwlrciav5aieckiiit/app.bsky.feed.post/3m5nymskuuk2d
at://did:plc:223cpcieytdlbmzovhs2ypg2/app.bsky.feed.post/3m5nxtqceec2w,bgormley.bsky.social,Any #speirgorm people interested in the impact of #climate on Iceland - award-winning Icelandic writer and documentary filmmaker @andrimagnason.bsky.social will be speaking in @tudublinsustain.bsky.social on Wednesday! Andri is known for his eulogy to the first glacier lost to climate change. Book 👇,at://did:plc:223cpcieytdlbmzovhs2ypg2/app.bsky.feed.post/3m5nxtqceec2w
at://did:plc:ha74ps5lkn343nud27oem5n2/app.bsky.feed.post/3m5nx4elqyk23,catwranglervik.bsky.social,"The Irish Times this morning answering a question literally no one was asking. 
#speirgorm",at://did:plc:ha74ps5lkn343nud27oem5n2/app.bsky.feed.post/3m5nx4elqyk23
at://did:plc:4pxxjie2356nqxd3cwf6hbpk/app.bsky.feed.post/3m5nwwid2xc2t,ciaraioch.bsky.social,"They're trying to turn Tralee bay into a giant bowl of coddle, you can't convince me otherwise",at://did:plc:4pxxjie2356nqxd3cwf6hbpk/app.bsky.feed.post/3m5nwwid2xc2t
at://did:plc:wzelpzmv2b3oudwhkcpr2s6n/app.bsky.feed.post/3m5nwuixws22x,drmarymcauliffe.bsky.social,I had to give up half way through this raimèis this morning - Maoism/Third worldism infecting the left - our new president is steeped in its rhetoric apparently! I mean is this supposed to be what passes for serious critique in the IT! #speirgorm,at://did:plc:wzelpzmv2b3oudwhkcpr2s6n/app.bsky.feed.post/3m5nwuixws22x
at://did:plc:aozsf6n4ii7kftvlsr2yvfhq/app.bsky.feed.post/3m5nwodqb5s22,orla-hegarty.bsky.social,"“One thing we can say for sure is that failing to deliver will probably aggravate the existing affordability gap” 

DELIVERING the housing plan will aggravate the affordability gap

High priced unaffordable housing & price inflation IS THE PLAN  #Speirgorm #Housing www.irishtimes.com/business/202...",at://did:plc:aozsf6n4ii7kftvlsr2yvfhq/app.bsky.feed.post/3m5nwodqb5s22
at://did:plc:v6y63c54iecyzlxp3vrxvwv2/app.bsky.feed.post/3m5nw4qgnt22d,rdisc0mb0bulate.bsky.social,"I am typing this out because putting it down on words will help me see just how ridiculous it would be to send a text to that person. 

So I say to myself. ‘Ro…. Do NOT text the person who broke your heart into pieces and took you years to get over. 
#SpeirGorm",at://did:plc:v6y63c54iecyzlxp3vrxvwv2/app.bsky.feed.post/3m5nw4qgnt22d
at://did:plc:imdb5lnqdvuployv2wxfgdms/app.bsky.feed.post/3m5nvo7nyzc22,darylfeehely.com,"Regarding the discussion about Irish abroad voting in Presidential elections, I just came across Ireland’s Diaspora Strategy 2020–2025.

In it, they promise to ""Hold a referendum on extending the franchise in presidential elections to citizens resident outside the State""

Maybe in Dec 😂

#Speirgorm",at://did:plc:imdb5lnqdvuployv2wxfgdms/app.bsky.feed.post/3m5nvo7nyzc22
at://did:plc:cfoygrx4clhglmhy6ted7su2/app.bsky.feed.post/3m5nsmfkucs2u,stivvers.bsky.social,"#seafóid1048 15 Samhain
🟩🟩🟩🟩🟩
🟩⭐🟩⬛🟩
🟩🟩🟩🟩🟩
🟩⬛🟩⬛🟩
🟩🟩🟩🟩🟩
Réalta amháin as cúig

#Gaeilge #Cluichí #Seafóid #speirgorm

seafóid.com - seafoid.com",at://did:plc:cfoygrx4clhglmhy6ted7su2/app.bsky.feed.post/3m5nsmfkucs2u
at://did:plc:gjsoejzm7at4syhrvzgizrev/app.bsky.feed.post/3m5ncoivqkc2a,ainekeenan.bsky.social,"Everybody needs good neighbours.
With a little understanding,
You can find the perfect blend.
That's when good neighbours
become good friends.

Barry Crocker, 20th century

#Photography #Poetry #SpeirGorm #StreetPhotography #Caturday #ImageAndVerse #ArtOfBlueSky #PhotographersOfBlueSky #EastCoastKin",at://did:plc:gjsoejzm7at4syhrvzgizrev/app.bsky.feed.post/3m5ncoivqkc2a
at://did:plc:uwji4l3wzsygaxduowluqmgr/app.bsky.feed.post/3m5mwvnyejc2y,sharrow.bsky.social,"Could you image the #Dáil & Seanad being like even 70% women, for 2 decades?

I think #Ireland would be better for it. 

#speirgorm",at://did:plc:uwji4l3wzsygaxduowluqmgr/app.bsky.feed.post/3m5mwvnyejc2y
at://did:plc:wse2xzmb4etf7dpmdodw75lt/app.bsky.feed.post/3m5mpzlm35k2y,jenniferomeara5.bsky.social,"New designs! Ooh! Just in time for gifting. 
#SLATED
#SpeirGorm",at://did:plc:wse2xzmb4etf7dpmdodw75lt/app.bsky.feed.post/3m5mpzlm35k2y
at://did:plc:y37mgxptpzfiljrhqdcmbwzt/app.bsky.feed.post/3m5mg6etens2i,pollygaillimh.bsky.social,#speirgorm,at://did:plc:y37mgxptpzfiljrhqdcmbwzt/app.bsky.feed.post/3m5mg6etens2i
at://did:plc:v6y63c54iecyzlxp3vrxvwv2/app.bsky.feed.post/3m5mehnvpgs24,rdisc0mb0bulate.bsky.social,You’ll need to create a # so #SpeirGorm can follow!,at://did:plc:v6y63c54iecyzlxp3vrxvwv2/app.bsky.feed.post/3m5mehnvpgs24
at://did:plc:jhndv2ueuu77qaiw5ivjkhx7/app.bsky.feed.post/3m5me3rla3f2b,despod.bsky.social,"Interesting to contrast the reactions to the weather guys posts:
Bluesky: that information is already in the warnings.
X: the lizard people want us to die.

#Speirgorm",at://did:plc:jhndv2ueuu77qaiw5ivjkhx7/app.bsky.feed.post/3m5me3rla3f2b
at://did:plc:uwji4l3wzsygaxduowluqmgr/app.bsky.feed.post/3m5mcgq7rn22t,sharrow.bsky.social,"There are many medications which are over the counter in the redt if the EU which are prescription only here.

Changing this will free up GPs.

#speirgorm",at://did:plc:uwji4l3wzsygaxduowluqmgr/app.bsky.feed.post/3m5mcgq7rn22t
at://did:plc:56aoxjem4pjvtqsscuhq223t/app.bsky.feed.post/3m5mc4dehtk2z,rogerokeeffe.bsky.social,"www.instagram.com/reel/DQgTMmX...

#speirgorm These are the most unequivocally Irish accents I've ever heard from Newfoundland.",at://did:plc:56aoxjem4pjvtqsscuhq223t/app.bsky.feed.post/3m5mc4dehtk2z
at://did:plc:v6y63c54iecyzlxp3vrxvwv2/app.bsky.feed.post/3m5mbvkmfqc24,rdisc0mb0bulate.bsky.social,"It’s happening!! 
#SpeirGorm",at://did:plc:v6y63c54iecyzlxp3vrxvwv2/app.bsky.feed.post/3m5mbvkmfqc24
at://did:plc:htzrfp3q6p3ht3x7knog6mdd/app.bsky.feed.post/3m5mbleqdik2w,grainneblair.bsky.social,#Speirgorm,at://did:plc:htzrfp3q6p3ht3x7knog6mdd/app.bsky.feed.post/3m5mbleqdik2w
at://did:plc:v6y63c54iecyzlxp3vrxvwv2/app.bsky.feed.post/3m5m6yol4ls2v,rdisc0mb0bulate.bsky.social,"Not bad at all! 

(No Alcohol November in lieu of Dry January)
#SpeirGorm",at://did:plc:v6y63c54iecyzlxp3vrxvwv2/app.bsky.feed.post/3m5m6yol4ls2v
at://did:plc:v6y63c54iecyzlxp3vrxvwv2/app.bsky.feed.post/3m5m34qt3v22w,rdisc0mb0bulate.bsky.social,"Took an early afternoon on account of that dreadful weather. Shopping done, children spared the ordeal of having to wait an hour for the school bus. 

Home and already in PJs with the fire lighting! 

#SpeirGorm",at://did:plc:v6y63c54iecyzlxp3vrxvwv2/app.bsky.feed.post/3m5m34qt3v22w
at://did:plc:dwzlhfisxytmrluhpl2dvypt/app.bsky.feed.post/3m5m2vvn6l22r,niamhroisin.bsky.social,A 17-post thread for you all :) I think I will just try to write my book on Bluesky posts!! #speirgorm,at://did:plc:dwzlhfisxytmrluhpl2dvypt/app.bsky.feed.post/3m5m2vvn6l22r
